image,text
./data/synthetic/synthetic_data_b/SUN397_Syn/29.jpeg,"a photo of a Scion xD Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/30.jpeg,a photo of a high-speed train.
./data/synthetic/synthetic_data_b/SUN397_Syn/31.jpeg,a photo of a diaper.
./data/synthetic/synthetic_data_b/SUN397_Syn/32.jpeg,a photo of a suit.
./data/synthetic/synthetic_data_b/SUN397_Syn/33.jpeg,a photo of a shower curtain.
./data/synthetic/synthetic_data_b/SUN397_Syn/34.jpeg,a photo of a plate.
./data/synthetic/synthetic_data_b/SUN397_Syn/35.jpeg,"a photo of a strawberry shortcake, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/36.jpeg,a photo of a strainer.
./data/synthetic/synthetic_data_b/SUN397_Syn/37.jpeg,a photo of a vending machine.
./data/synthetic/synthetic_data_b/SUN397_Syn/38.jpeg,a photo of a measuring cup.
./data/synthetic/synthetic_data_b/SUN397_Syn/39.jpeg,a photo of a leatherback sea turtle.
./data/synthetic/synthetic_data_b/SUN397_Syn/40.jpeg,a photo of a sleeping bag.
./data/synthetic/synthetic_data_b/SUN397_Syn/41.jpeg,"a photo of a alpine sea holly, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/42.jpeg,a photo of a Boxer.
./data/synthetic/synthetic_data_b/SUN397_Syn/43.jpeg,"a photo of a Dodge Charger Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/44.jpeg,a photo of a house finch.
./data/synthetic/synthetic_data_b/SUN397_Syn/45.jpeg,"a photo of a Birman, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/46.jpeg,"a photo of a pad thai, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/47.jpeg,a photo of a spoonbill.
./data/synthetic/synthetic_data_b/SUN397_Syn/48.jpeg,"a photo of a beef carpaccio, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/49.jpeg,a photo of a hornbill.
./data/synthetic/synthetic_data_b/SUN397_Syn/50.jpeg,"a photo of a bee balm, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/51.jpeg,a photo of a killer whale.
./data/synthetic/synthetic_data_b/SUN397_Syn/52.jpeg,a photo of a Polaroid camera.
./data/synthetic/synthetic_data_b/SUN397_Syn/53.jpeg,"a photo of a BMW 3 Series Wagon 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/54.jpeg,a photo of a English Springer Spaniel.
./data/synthetic/synthetic_data_b/SUN397_Syn/55.jpeg,a photo of a harmonica.
./data/synthetic/synthetic_data_b/SUN397_Syn/56.jpeg,"a photo of a cautleya spicata, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/57.jpeg,a photo of a lab coat.
./data/synthetic/synthetic_data_b/SUN397_Syn/58.jpeg,"a photo of a garlic bread, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/59.jpeg,a photo of a Scottish Deerhound.
./data/synthetic/synthetic_data_b/SUN397_Syn/60.jpeg,a photo of a gondola.
./data/synthetic/synthetic_data_b/SUN397_Syn/61.jpeg,a photo of a sink.
./data/synthetic/synthetic_data_b/SUN397_Syn/62.jpeg,a photo of a scoreboard.
./data/synthetic/synthetic_data_b/SUN397_Syn/63.jpeg,a photo of a soup bowl.
./data/synthetic/synthetic_data_b/SUN397_Syn/64.jpeg,"a photo of a globe thistle, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/65.jpeg,a photo of a Indian cobra.
./data/synthetic/synthetic_data_b/SUN397_Syn/66.jpeg,a photo of a mountain.
./data/synthetic/synthetic_data_b/SUN397_Syn/67.jpeg,a photo of a damselfly.
./data/synthetic/synthetic_data_b/SUN397_Syn/68.jpeg,"a photo of a Dodge Challenger SRT8 2011, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/69.jpeg,a photo of a bobsleigh.
./data/synthetic/synthetic_data_b/SUN397_Syn/70.jpeg,a photo of a Arctic fox.
./data/synthetic/synthetic_data_b/SUN397_Syn/71.jpeg,a photo of a slot machine.
./data/synthetic/synthetic_data_b/SUN397_Syn/72.jpeg,"a photo of a GMC Terrain SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/73.jpeg,a photo of a hourglass.
./data/synthetic/synthetic_data_b/SUN397_Syn/74.jpeg,"a photo of the number: ""1 - one""."
./data/synthetic/synthetic_data_b/SUN397_Syn/75.jpeg,a photo of a American black bear.
./data/synthetic/synthetic_data_b/SUN397_Syn/76.jpeg,a photo of a T-shirt.
./data/synthetic/synthetic_data_b/SUN397_Syn/77.jpeg,"a photo of a poinsettia, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/78.jpeg,"a photo of a Leonberger, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/79.jpeg,a photo of a rifle.
./data/synthetic/synthetic_data_b/SUN397_Syn/80.jpeg,a photo of a bald eagle.
./data/synthetic/synthetic_data_b/SUN397_Syn/81.jpeg,"a photo of a Hyundai Sonata Hybrid Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/82.jpeg,"a photo of a Hyundai Genesis Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/83.jpeg,a photo of a snow leopard.
./data/synthetic/synthetic_data_b/SUN397_Syn/84.jpeg,a photo of a Affenpinscher.
./data/synthetic/synthetic_data_b/SUN397_Syn/85.jpeg,a photo of a quail.
./data/synthetic/synthetic_data_b/SUN397_Syn/86.jpeg,a photo of a brambling.
./data/synthetic/synthetic_data_b/SUN397_Syn/87.jpeg,"a photo of a Porsche Panamera Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/88.jpeg,"a photo of a club sandwich, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/89.jpeg,a photo of a solar thermal collector.
./data/synthetic/synthetic_data_b/SUN397_Syn/90.jpeg,"a photo of a Ferrari FF Coupe 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/91.jpeg,"a photo of a GMC Canyon Extended Cab 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/92.jpeg,a photo of a Norwegian Elkhound.
./data/synthetic/synthetic_data_b/SUN397_Syn/93.jpeg,a photo of a library.
./data/synthetic/synthetic_data_b/SUN397_Syn/94.jpeg,a photo of a basketball.
./data/synthetic/synthetic_data_b/SUN397_Syn/95.jpeg,a photo of a parking meter.
./data/synthetic/synthetic_data_b/SUN397_Syn/96.jpeg,a photo of a swimming cap.
./data/synthetic/synthetic_data_b/SUN397_Syn/97.jpeg,a photo of a syringe.
./data/synthetic/synthetic_data_b/SUN397_Syn/98.jpeg,"a photo of a Great Pyrenees, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/99.jpeg,"a photo of a Buick Enclave SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/100.jpeg,a photo of a lion.
./data/synthetic/synthetic_data_b/SUN397_Syn/101.jpeg,a photo of a sea cucumber.
./data/synthetic/synthetic_data_b/SUN397_Syn/102.jpeg,a photo of a proboscis monkey.
./data/synthetic/synthetic_data_b/SUN397_Syn/103.jpeg,a photo of a poke bonnet.
./data/synthetic/synthetic_data_b/SUN397_Syn/104.jpeg,"a photo of a omelette, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/105.jpeg,a photo of a construction crane.
./data/synthetic/synthetic_data_b/SUN397_Syn/106.jpeg,a photo of a pufferfish.
./data/synthetic/synthetic_data_b/SUN397_Syn/107.jpeg,a photo of a Rottweiler.
./data/synthetic/synthetic_data_b/SUN397_Syn/108.jpeg,a photo of a patas monkey.
./data/synthetic/synthetic_data_b/SUN397_Syn/109.jpeg,"a photo of a carnation, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/110.jpeg,"a photo of a Mercedes-Benz C-Class Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/111.jpeg,a photo of a nematode.
./data/synthetic/synthetic_data_b/SUN397_Syn/112.jpeg,"a photo of a HUMMER H2 SUT Crew Cab 2009, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/113.jpeg,a photo of a artichoke.
./data/synthetic/synthetic_data_b/SUN397_Syn/114.jpeg,"a photo of a English Setter, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/115.jpeg,"a photo of a Honda Odyssey Minivan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/116.jpeg,a photo of a dugong.
./data/synthetic/synthetic_data_b/SUN397_Syn/117.jpeg,a photo of a combine harvester.
./data/synthetic/synthetic_data_b/SUN397_Syn/118.jpeg,"a photo of a garden phlox, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/119.jpeg,a photo of a American coot.
./data/synthetic/synthetic_data_b/SUN397_Syn/120.jpeg,a photo of a cornet.
./data/synthetic/synthetic_data_b/SUN397_Syn/121.jpeg,a photo of a Australian Silky Terrier.
./data/synthetic/synthetic_data_b/SUN397_Syn/122.jpeg,a photo of a airliner.
./data/synthetic/synthetic_data_b/SUN397_Syn/123.jpeg,"a photo of a Volkswagen Golf Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/124.jpeg,a photo of a bolete.
./data/synthetic/synthetic_data_b/SUN397_Syn/125.jpeg,a photo of a metal nail.
./data/synthetic/synthetic_data_b/SUN397_Syn/126.jpeg,a photo of a plunger.
./data/synthetic/synthetic_data_b/SUN397_Syn/127.jpeg,a photo of a brussels griffon.
./data/synthetic/synthetic_data_b/SUN397_Syn/128.jpeg,"a photo of a carnation, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/129.jpeg,"a photo of a Wheaten Terrier, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/130.jpeg,a photo of a automated teller machine.
./data/synthetic/synthetic_data_b/SUN397_Syn/131.jpeg,a photo of a Lhasa Apso.
./data/synthetic/synthetic_data_b/SUN397_Syn/132.jpeg,a photo of a guillotine.
./data/synthetic/synthetic_data_b/SUN397_Syn/133.jpeg,"a photo of a pancakes, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/134.jpeg,a photo of a dowitcher.
./data/synthetic/synthetic_data_b/SUN397_Syn/135.jpeg,a photo of a lionfish.
./data/synthetic/synthetic_data_b/SUN397_Syn/136.jpeg,a photo of a microphone.
./data/synthetic/synthetic_data_b/SUN397_Syn/137.jpeg,a photo of a earth star fungus.
./data/synthetic/synthetic_data_b/SUN397_Syn/138.jpeg,a photo of a menu.
./data/synthetic/synthetic_data_b/SUN397_Syn/139.jpeg,a photo of a tent.
./data/synthetic/synthetic_data_b/SUN397_Syn/140.jpeg,"a photo of a nachos, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/141.jpeg,"a photo of a moon orchid, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/142.jpeg,a photo of a lighter.
./data/synthetic/synthetic_data_b/SUN397_Syn/143.jpeg,"a photo of a passion flower, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/144.jpeg,"a photo of a apple pie, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/145.jpeg,a photo of a cricket insect.
./data/synthetic/synthetic_data_b/SUN397_Syn/146.jpeg,"a photo of a Mazda Tribute SUV 2011, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/147.jpeg,"a photo of a Mercedes-Benz 300-Class Convertible 1993, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/148.jpeg,a photo of a hockey puck.
./data/synthetic/synthetic_data_b/SUN397_Syn/149.jpeg,a photo of a measuring cup.
./data/synthetic/synthetic_data_b/SUN397_Syn/150.jpeg,a photo of a turnstile.
./data/synthetic/synthetic_data_b/SUN397_Syn/151.jpeg,a photo of a ox.
./data/synthetic/synthetic_data_b/SUN397_Syn/152.jpeg,a photo of a ostrich.
./data/synthetic/synthetic_data_b/SUN397_Syn/153.jpeg,a photo of a maraca.
./data/synthetic/synthetic_data_b/SUN397_Syn/154.jpeg,a photo of a coffee mug.
./data/synthetic/synthetic_data_b/SUN397_Syn/155.jpeg,a photo of a bookcase.
./data/synthetic/synthetic_data_b/SUN397_Syn/156.jpeg,"a photo of a Bengal, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/157.jpeg,a photo of a wallet.
./data/synthetic/synthetic_data_b/SUN397_Syn/158.jpeg,a photo of a French horn.
./data/synthetic/synthetic_data_b/SUN397_Syn/159.jpeg,a photo of a pool table.
./data/synthetic/synthetic_data_b/SUN397_Syn/160.jpeg,a photo of a African wild dog.
./data/synthetic/synthetic_data_b/SUN397_Syn/161.jpeg,"a photo of a buttercup, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/162.jpeg,a photo of a necklace.
./data/synthetic/synthetic_data_b/SUN397_Syn/163.jpeg,a photo of a bridegroom.
./data/synthetic/synthetic_data_b/SUN397_Syn/164.jpeg,a photo of a mushroom.
./data/synthetic/synthetic_data_b/SUN397_Syn/165.jpeg,a photo of a split-rail fence.
./data/synthetic/synthetic_data_b/SUN397_Syn/166.jpeg,a photo of a police van.
./data/synthetic/synthetic_data_b/SUN397_Syn/167.jpeg,a photo of a lifeboat.
./data/synthetic/synthetic_data_b/SUN397_Syn/168.jpeg,a photo of a bolete.
./data/synthetic/synthetic_data_b/SUN397_Syn/169.jpeg,"a photo of a Hyundai Veloster Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/170.jpeg,a photo of a Kuvasz.
./data/synthetic/synthetic_data_b/SUN397_Syn/171.jpeg,a photo of a black-footed ferret.
./data/synthetic/synthetic_data_b/SUN397_Syn/172.jpeg,"a photo of a Great Pyrenees, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/173.jpeg,"a photo of a garlic bread, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/174.jpeg,a photo of a English foxhound.
./data/synthetic/synthetic_data_b/SUN397_Syn/175.jpeg,a photo of a golf ball.
./data/synthetic/synthetic_data_b/SUN397_Syn/176.jpeg,a photo of a cougar.
./data/synthetic/synthetic_data_b/SUN397_Syn/177.jpeg,"a photo of a Ferrari 458 Italia Coupe 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/178.jpeg,a photo of a acoustic guitar.
./data/synthetic/synthetic_data_b/SUN397_Syn/179.jpeg,a photo of a doormat.
./data/synthetic/synthetic_data_b/SUN397_Syn/180.jpeg,"a photo of a scallops, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/181.jpeg,a photo of a King Charles Spaniel.
./data/synthetic/synthetic_data_b/SUN397_Syn/182.jpeg,a photo of a Pekingese.
./data/synthetic/synthetic_data_b/SUN397_Syn/183.jpeg,a photo of a banded gecko.
./data/synthetic/synthetic_data_b/SUN397_Syn/184.jpeg,"a photo of a Bentley Continental Supersports Conv. Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/185.jpeg,"a photo of a takoyaki, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/186.jpeg,a photo of a Indian cobra.
./data/synthetic/synthetic_data_b/SUN397_Syn/187.jpeg,"a photo of a Volkswagen Beetle Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/188.jpeg,"a photo of a Toyota Sequoia SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/189.jpeg,a photo of a tram.
./data/synthetic/synthetic_data_b/SUN397_Syn/190.jpeg,"a photo of a cannoli, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/191.jpeg,a photo of a bathtub.
./data/synthetic/synthetic_data_b/SUN397_Syn/192.jpeg,a photo of a southern black widow.
./data/synthetic/synthetic_data_b/SUN397_Syn/193.jpeg,"a photo of a Hyundai Veloster Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/194.jpeg,a photo of a dishcloth.
./data/synthetic/synthetic_data_b/SUN397_Syn/195.jpeg,"a photo of a Ford F-150 Regular Cab 2007, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/196.jpeg,"a photo of a Ford F-450 Super Duty Crew Cab 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/197.jpeg,a photo of a red wine.
./data/synthetic/synthetic_data_b/SUN397_Syn/198.jpeg,"a photo of a Siamese, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/199.jpeg,a photo of a leaf beetle.
./data/synthetic/synthetic_data_b/SUN397_Syn/200.jpeg,a photo of a quill.
./data/synthetic/synthetic_data_b/SUN397_Syn/201.jpeg,a photo of a snowplow.
./data/synthetic/synthetic_data_b/SUN397_Syn/202.jpeg,a photo of a bow tie.
./data/synthetic/synthetic_data_b/SUN397_Syn/203.jpeg,"a photo of a caesar salad, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/204.jpeg,a photo of a combine harvester.
./data/synthetic/synthetic_data_b/SUN397_Syn/205.jpeg,a photo of a dhole.
./data/synthetic/synthetic_data_b/SUN397_Syn/206.jpeg,a photo of a lemon.
./data/synthetic/synthetic_data_b/SUN397_Syn/207.jpeg,"a photo of a BMW 1 Series Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/208.jpeg,"a photo of a Bugatti Veyron 16.4 Coupe 2009, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/209.jpeg,a photo of a Norfolk Terrier.
./data/synthetic/synthetic_data_b/SUN397_Syn/210.jpeg,a photo of a space shuttle.
./data/synthetic/synthetic_data_b/SUN397_Syn/211.jpeg,a photo of a projector.
./data/synthetic/synthetic_data_b/SUN397_Syn/212.jpeg,"a photo of a BMW 3 Series Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/213.jpeg,a photo of a kite (bird of prey).
./data/synthetic/synthetic_data_b/SUN397_Syn/214.jpeg,"a photo of a spear thistle, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/215.jpeg,a photo of a chain-link fence.
./data/synthetic/synthetic_data_b/SUN397_Syn/216.jpeg,"a photo of a lobster roll sandwich, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/217.jpeg,"a photo of a geranium, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/218.jpeg,a photo of a common sorrel horse.
./data/synthetic/synthetic_data_b/SUN397_Syn/219.jpeg,"a photo of a Cadillac Escalade EXT Crew Cab 2007, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/220.jpeg,a photo of a lynx.
./data/synthetic/synthetic_data_b/SUN397_Syn/221.jpeg,a photo of a shipwreck.
./data/synthetic/synthetic_data_b/SUN397_Syn/222.jpeg,a photo of a gossamer-winged butterfly.
./data/synthetic/synthetic_data_b/SUN397_Syn/223.jpeg,a photo of a gorilla.
./data/synthetic/synthetic_data_b/SUN397_Syn/224.jpeg,"a photo of a McLaren MP4-12C Coupe 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/225.jpeg,"a photo of a Mazda Tribute SUV 2011, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/226.jpeg,"a photo of a moon orchid, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/227.jpeg,a photo of a meerkat.
./data/synthetic/synthetic_data_b/SUN397_Syn/228.jpeg,a photo of a horse chestnut seed.
./data/synthetic/synthetic_data_b/SUN397_Syn/229.jpeg,a photo of a police van.
./data/synthetic/synthetic_data_b/SUN397_Syn/230.jpeg,a photo of a ruffed grouse.
./data/synthetic/synthetic_data_b/SUN397_Syn/231.jpeg,a photo of a birdhouse.
./data/synthetic/synthetic_data_b/SUN397_Syn/232.jpeg,a photo of a corn cob.
./data/synthetic/synthetic_data_b/SUN397_Syn/233.jpeg,a photo of a cardigan.
./data/synthetic/synthetic_data_b/SUN397_Syn/234.jpeg,a photo of a black stork.
./data/synthetic/synthetic_data_b/SUN397_Syn/235.jpeg,a photo of a drum.
./data/synthetic/synthetic_data_b/SUN397_Syn/236.jpeg,a photo of a rain barrel.
./data/synthetic/synthetic_data_b/SUN397_Syn/237.jpeg,a photo of a car wheel.
./data/synthetic/synthetic_data_b/SUN397_Syn/238.jpeg,a photo of a african grey parrot.
./data/synthetic/synthetic_data_b/SUN397_Syn/239.jpeg,"a photo of a corn poppy, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/240.jpeg,a photo of a barber chair.
./data/synthetic/synthetic_data_b/SUN397_Syn/241.jpeg,"a photo of a Chevrolet Impala Sedan 2007, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/242.jpeg,a photo of a potter's wheel.
./data/synthetic/synthetic_data_b/SUN397_Syn/243.jpeg,a photo of a shower curtain.
./data/synthetic/synthetic_data_b/SUN397_Syn/244.jpeg,a photo of a dough.
./data/synthetic/synthetic_data_b/SUN397_Syn/245.jpeg,a photo of a bagel.
./data/synthetic/synthetic_data_b/SUN397_Syn/246.jpeg,a photo of a jacamar.
./data/synthetic/synthetic_data_b/SUN397_Syn/247.jpeg,a photo of a ptarmigan.
./data/synthetic/synthetic_data_b/SUN397_Syn/248.jpeg,"a photo of a Miniature Pinscher, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/249.jpeg,a photo of a monastery.
./data/synthetic/synthetic_data_b/SUN397_Syn/250.jpeg,a photo of a Vizsla.
./data/synthetic/synthetic_data_b/SUN397_Syn/251.jpeg,"a photo of a mexican petunia, a type of flower."
./data/synthetic/synthetic_data_b/SUN397_Syn/252.jpeg,"a photo of a Chevrolet TrailBlazer SS 2009, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/253.jpeg,"a photo of the number: ""0 - zero""."
./data/synthetic/synthetic_data_b/SUN397_Syn/254.jpeg,a photo of a football helmet.
./data/synthetic/synthetic_data_b/SUN397_Syn/255.jpeg,a photo of a doormat.
./data/synthetic/synthetic_data_b/SUN397_Syn/256.jpeg,"a photo of a Toyota Sequoia SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/257.jpeg,"a photo of a Ford Focus Sedan 2007, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/258.jpeg,"a photo of a Nissan Leaf Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/259.jpeg,a photo of a weasel.
./data/synthetic/synthetic_data_b/SUN397_Syn/260.jpeg,a photo of a safe.
./data/synthetic/synthetic_data_b/SUN397_Syn/261.jpeg,"a photo of a Shiba Inu, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/262.jpeg,a photo of a sarong.
./data/synthetic/synthetic_data_b/SUN397_Syn/263.jpeg,a photo of a purse.
./data/synthetic/synthetic_data_b/SUN397_Syn/264.jpeg,"a photo of a bibimbap, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/265.jpeg,"a photo of a Shiba Inu, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/266.jpeg,a photo of a Rhodesian Ridgeback.
./data/synthetic/synthetic_data_b/SUN397_Syn/267.jpeg,"a photo of a Chevrolet Camaro Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/268.jpeg,a photo of a cowboy hat.
./data/synthetic/synthetic_data_b/SUN397_Syn/269.jpeg,a photo of a sneaker.
./data/synthetic/synthetic_data_b/SUN397_Syn/270.jpeg,a photo of a hunting bow.
./data/synthetic/synthetic_data_b/SUN397_Syn/271.jpeg,"a photo of a Chevrolet Traverse SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/272.jpeg,a photo of a couch.
./data/synthetic/synthetic_data_b/SUN397_Syn/273.jpeg,a photo of a ping-pong ball.
./data/synthetic/synthetic_data_b/SUN397_Syn/274.jpeg,a photo of a patio.
./data/synthetic/synthetic_data_b/SUN397_Syn/275.jpeg,a photo of a bolete.
./data/synthetic/synthetic_data_b/SUN397_Syn/276.jpeg,a photo of a corn.
./data/synthetic/synthetic_data_b/SUN397_Syn/277.jpeg,"a photo of a french onion soup, a type of food."
./data/synthetic/synthetic_data_b/SUN397_Syn/278.jpeg,a photo of a junco.
./data/synthetic/synthetic_data_b/SUN397_Syn/279.jpeg,"a photo of a BMW 1 Series Coupe 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/280.jpeg,a photo of a Siamese cat.
./data/synthetic/synthetic_data_b/SUN397_Syn/281.jpeg,a photo of a water tower.
./data/synthetic/synthetic_data_b/SUN397_Syn/282.jpeg,a photo of a common sorrel horse.
./data/synthetic/synthetic_data_b/SUN397_Syn/283.jpeg,a photo of a cannon.
./data/synthetic/synthetic_data_b/SUN397_Syn/284.jpeg,a photo of a Papillon.
./data/synthetic/synthetic_data_b/SUN397_Syn/285.jpeg,"a photo of a Chevrolet Silverado 1500 Hybrid Crew Cab 2012, a type of car."
./data/synthetic/synthetic_data_b/SUN397_Syn/286.jpeg,"a photo of a Chihuahua, a type of pet."
./data/synthetic/synthetic_data_b/SUN397_Syn/287.jpeg,a photo of a golf cart.
