image,text
./data/synthetic/synthetic_data_b/OxfordPet_Syn/170.jpeg,a photo of a construction crane.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/171.jpeg,a photo of a praying mantis.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/172.jpeg,a photo of a tractor.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/173.jpeg,a photo of a safety pin.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/174.jpeg,a photo of a Chihuahua.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/175.jpeg,a photo of a traffic or street sign.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/176.jpeg,"a photo of a croque madame, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/177.jpeg,a photo of a baseball player.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/178.jpeg,"a photo of a Volvo C30 Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/179.jpeg,a photo of a steam locomotive.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/180.jpeg,"a photo of a Dodge Durango SUV 2007, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/181.jpeg,"a photo of a BMW Z4 Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/182.jpeg,a photo of a threshing machine.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/183.jpeg,"a photo of a Ford F-150 Regular Cab 2007, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/184.jpeg,a photo of a southern black widow.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/185.jpeg,a photo of a pool table.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/186.jpeg,"a photo of a FIAT 500 Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/187.jpeg,"a photo of a chicken wings, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/188.jpeg,"a photo of the number: ""9 - nine""."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/189.jpeg,a photo of a Norwegian Elkhound.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/190.jpeg,a photo of a Schipperke.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/191.jpeg,a photo of a computer keyboard.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/192.jpeg,a photo of a planetarium.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/193.jpeg,a photo of a zebra.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/194.jpeg,"a photo of a ice cream, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/195.jpeg,a photo of a lorikeet.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/196.jpeg,"a photo of a Land Rover Range Rover SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/197.jpeg,a photo of a spotlight.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/198.jpeg,a photo of a necklace.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/199.jpeg,a photo of a upright piano.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/200.jpeg,a photo of a Clumber Spaniel.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/201.jpeg,a photo of a kite (bird of prey).
./data/synthetic/synthetic_data_b/OxfordPet_Syn/202.jpeg,a photo of a Australian Silky Terrier.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/203.jpeg,a photo of a diaper.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/204.jpeg,a photo of a bookstore.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/205.jpeg,"a photo of a Bugatti Veyron 16.4 Coupe 2009, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/206.jpeg,"a photo of a Chevrolet Sonic Sedan 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/207.jpeg,"a photo of a Isuzu Ascender SUV 2008, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/208.jpeg,"a photo of a Toyota 4Runner SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/209.jpeg,"a photo of a Spyker C8 Convertible 2009, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/210.jpeg,a photo of a poke bonnet.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/211.jpeg,a photo of a split-rail fence.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/212.jpeg,a photo of a rotisserie.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/213.jpeg,a photo of a snorkel.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/214.jpeg,a photo of a Granny Smith apple.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/215.jpeg,"a photo of a breakfast burrito, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/216.jpeg,"a photo of a Audi TT RS Coupe 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/217.jpeg,a photo of a fly.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/218.jpeg,a photo of a patio.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/219.jpeg,a photo of a American alligator.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/220.jpeg,a photo of a acorn.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/221.jpeg,a photo of a Gordon Setter.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/222.jpeg,a photo of a iPod.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/223.jpeg,a photo of a television.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/224.jpeg,a photo of a Otterhound.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/225.jpeg,a photo of a Miniature Pinscher.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/226.jpeg,a photo of a jaguar.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/227.jpeg,a photo of a photocopier.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/228.jpeg,a photo of a tights.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/229.jpeg,a photo of a parallel bars.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/230.jpeg,a photo of a pretzel.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/231.jpeg,a photo of a barber chair.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/232.jpeg,"a photo of a Chevrolet TrailBlazer SS 2009, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/233.jpeg,a photo of a rose hip.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/234.jpeg,a photo of a photocopier.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/235.jpeg,a photo of a lakeshore.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/236.jpeg,a photo of a Scottish Terrier.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/237.jpeg,a photo of a washing machine.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/238.jpeg,a photo of a hot pot.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/239.jpeg,a photo of a milk can.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/240.jpeg,a photo of a American coot.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/241.jpeg,a photo of a kimono.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/242.jpeg,a photo of a coucal.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/243.jpeg,a photo of a German Shepherd Dog.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/244.jpeg,a photo of a European green lizard.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/245.jpeg,a photo of a parallel bars.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/246.jpeg,a photo of a Schipperke.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/247.jpeg,a photo of a marmot.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/248.jpeg,a photo of a cleaver.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/249.jpeg,"a photo of a Chevrolet Corvette Ron Fellows Edition Z06 2007, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/250.jpeg,a photo of a mink.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/251.jpeg,"a photo of a Hyundai Santa Fe SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/252.jpeg,a photo of a starfish.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/253.jpeg,a photo of a metal nail.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/254.jpeg,"a photo of a Jeep Liberty SUV 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/255.jpeg,a photo of a triumphal arch.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/256.jpeg,a photo of a cardoon.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/257.jpeg,a photo of a cardigan.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/258.jpeg,a photo of a tram.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/259.jpeg,"a photo of a steak, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/260.jpeg,a photo of a marmoset.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/261.jpeg,a photo of a Geoffroy's spider monkey.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/262.jpeg,a photo of a velvet fabric.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/263.jpeg,a photo of a keyboard space bar.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/264.jpeg,a photo of a vine snake.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/265.jpeg,"a photo of a lobster roll sandwich, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/266.jpeg,a photo of a airliner.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/267.jpeg,a photo of a traffic light.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/268.jpeg,"a photo of a cheese plate, a type of food."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/269.jpeg,a photo of a umbrella.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/270.jpeg,a photo of a balaclava ski mask.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/271.jpeg,a photo of a ostrich.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/272.jpeg,a photo of a military hat (bearskin or shako).
./data/synthetic/synthetic_data_b/OxfordPet_Syn/273.jpeg,a photo of a baluster / handrail.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/274.jpeg,a photo of a gas mask or respirator.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/275.jpeg,a photo of a black stork.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/276.jpeg,"a photo of a Suzuki SX4 Hatchback 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/277.jpeg,a photo of a Labrador Retriever.
./data/synthetic/synthetic_data_b/OxfordPet_Syn/278.jpeg,"a photo of a FIAT 500 Convertible 2012, a type of car."
./data/synthetic/synthetic_data_b/OxfordPet_Syn/279.jpeg,a photo of a common squirrel monkey.
